id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season,price,click_count,user_type,purchase_prob,purchase_pred,inventory
53466,Women,Apparel,Innerwear,2018.0,Casual,Amante Maroon Full-Coverage Lace Bra BCLC12,53466.jpg,Bra,Black,Summer,43.0,2,color_lover,0.3647881,0,95
49288,Men,Accessories,Socks,2016.0,Casual,Arrow Men Pack of 5 Socks,49288.jpg,Socks,Black,Summer,29.0,3,budget,0.29536694,0,47
11684,Men,Apparel,Topwear,2011.0,Casual,Lee Men Striped Shirt,11684.jpg,Tshirts,White,Summer,68.0,3,budget,0.3413895,0,88
41661,Men,Apparel,Topwear,2012.0,Formal,Mark Taylor Men Blue Striped Shirt,41661.jpg,Shirts,Blue,Fall,66.0,3,budget,0.38696814,0,0
23309,Women,Apparel,Topwear,2011.0,Ethnic,W Women Black Kurta,23309.jpg,Tops,Black,Fall,55.0,2,color_lover,0.17435098,0,15
19975,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Red Polo TShirt,19975.jpg,Tshirts,Red,Fall,42.0,4,fashionista,0.050567597,0,60
42915,Women,Accessories,Belts,2012.0,Casual,French Connection Women Grey Belt,42915.jpg,Belts,Brown,Summer,45.0,4,color_lover,0.07757479,0,63
21470,Women,Footwear,Flip Flops,2012.0,Casual,Roxy Women Bamboo Grey Flip Flops,21470.jpg,Flip Flops,Black,Summer,38.0,4,fashionista,0.09066246,0,62
3432,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Everyone Entitled Black T-shirt,3432.jpg,Tshirts,Blue,Summer,37.0,6,budget,0.14264958,0,68
37969,Women,Footwear,Shoes,2012.0,Casual,Clarks Women Taupe Heels,37969.jpg,Heels,Brown,Winter,62.0,6,color_lover,0.0051976386,0,21
37848,Men,Accessories,Wallets,2012.0,Casual,Hidekraft Men Black Wallet,37848.jpg,Wallets,Black,Summer,28.0,0,fashionista,0.3940136,0,92
12542,Women,Apparel,Topwear,2011.0,Casual,Tantra Women Blue Printed T-shirt,12542.jpg,Tshirts,Blue,Summer,88.0,1,color_lover,0.34366757,0,66
17191,Men,Apparel,Topwear,2016.0,Casual,U.S. Polo Assn. Men Checks  Blue Shirt,17191.jpg,Shirts,Blue,Fall,34.0,5,budget,0.5229719,1,75
46046,Women,Accessories,Jewellery,2016.0,Casual,Estelle Women Gold Earrings,46046.jpg,Earrings,Gold,Summer,79.0,4,fashionista,0.007612023,0,25
27331,Women,Personal Care,Perfumes,2017.0,Casual,Jovan Women Black Musk Perfume,27331.jpg,Perfume and Body Mist,Gold,Spring,42.0,3,budget,0.49202585,0,15
14792,Women,Accessories,Bags,2011.0,Casual,United Colors of Benetton Women Solid Beige Handbags,14792.jpg,Handbags,Beige,Summer,65.0,3,budget,0.3412628,0,50
28615,Men,Apparel,Topwear,2012.0,Sports,Nike Men Black T-shirt,28615.jpg,Tshirts,Black,Summer,17.0,1,fashionista,0.3539095,0,85
56980,Women,Footwear,Shoes,2012.0,Casual,HM Women Magenta Sandals,56980.jpg,Flip Flops,Black,Winter,76.0,1,fashionista,0.39820698,0,56
20934,Men,Accessories,Bags,2016.0,Casual,Fastrack Men Navy Blue Backpack,20934.jpg,Backpacks,Black,Fall,10.0,3,fashionista,0.17146732,0,28
2694,Boys,Apparel,Topwear,2011.0,Casual,Disney Kids Boy's Red Twofur Layered Kidswear,2694.jpg,Tshirts,Red,Summer,62.0,0,fashionista,0.13197704,0,77
36835,Men,Footwear,Shoes,2012.0,Sports,Nike Men Lunarglide Grey Sports Shoes,36835.jpg,Sports Shoes,Black,Summer,71.0,6,color_lover,0.097311184,0,91
53835,Women,Apparel,Topwear,2012.0,Ethnic,Vishudh Women Blue Printed Kurta,53835.jpg,Kurtas,Blue,Summer,62.0,8,fashionista,0.026339218,0,68
4784,Women,Apparel,Topwear,2011.0,Sports,ADIDAS Women's V Neck With Crystal Purple T-shirt,4784.jpg,Tshirts,Pink,Summer,44.0,2,fashionista,0.15257345,0,46
13562,Women,Footwear,Shoes,2013.0,Casual,Carlton London Women Casual Purple Flats,13562.jpg,Sandals,Brown,Fall,52.0,2,fashionista,0.082705624,0,93
17493,Men,Footwear,Flip Flops,2011.0,Casual,Puma Men Red Winglet II Flip Flops,17493.jpg,Flip Flops,Red,Fall,51.0,2,fashionista,0.16267991,0,61
3426,Men,Apparel,Topwear,2011.0,Casual,Myntra Mens Request denied T-shirt,3426.jpg,Tshirts,Black,Summer,57.0,0,fashionista,0.2537919,0,68
35331,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Silver Anusuya Earrings,35331.jpg,Earrings,Silver,Fall,65.0,8,budget,0.06579581,0,75
37884,Unisex,Accessories,Socks,2016.0,Casual,Happy Socks Unisex Black Socks,37884.jpg,Socks,Black,Summer,58.0,2,color_lover,0.26400593,0,15
57099,Women,Apparel,Bottomwear,2012.0,Casual,Elle Women Purple Capris,57099.jpg,Dresses,Blue,Summer,33.0,4,color_lover,0.25340077,0,89
19666,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women Solid Grey Top,19666.jpg,Tshirts,Grey,Fall,39.0,0,fashionista,0.099295035,0,89
1927,Unisex,Accessories,Bags,2011.0,Sports,Domyos Navy Blue Bag,1927.jpg,Backpacks,Blue,Summer,16.0,2,color_lover,0.52210975,1,47
46480,Women,Accessories,Watches,2016.0,Casual,Timex Women Steel Watch,46480.jpg,Watches,Silver,Winter,37.0,3,fashionista,0.09281853,0,84
34068,Women,Footwear,Shoes,2012.0,Formal,Clarks Women Cash Box Leather Black Heeled Shoes,34068.jpg,Heels,Black,Winter,52.0,3,color_lover,0.043101408,0,38
3880,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men's Burnt Out Grey T-shirt,3880.jpg,Tshirts,Green,Summer,52.0,2,fashionista,0.15610664,0,99
7134,Men,Apparel,Bottomwear,2011.0,Casual,Urban Yoga Men Bottom Navy Yoga Pants,7134.jpg,Track Pants,Blue,Fall,80.0,2,color_lover,0.17684953,0,32
30084,Men,Free Items,Free Gifts,2016.0,Casual,Ed Hardy Men Black & Green Dial Watch,30084.jpg,Watches,Black,Winter,66.0,2,color_lover,0.23775353,0,93
31017,Men,Apparel,Topwear,2012.0,Formal,Arrow Men White Striped Shirt,31017.jpg,Shirts,White,Summer,73.0,1,fashionista,0.22228144,0,22
2587,Women,Apparel,Topwear,2011.0,Casual,Quechua Women's Blue T-shirt,2587.jpg,Tshirts,Blue,Summer,55.0,2,fashionista,0.34982818,0,9
32459,Men,Apparel,Topwear,2012.0,Casual,ADIDAS Men Tank Green T-shirt,32459.jpg,Tshirts,Green,Summer,64.0,5,budget,0.08353531,0,68
3489,Men,Footwear,Shoes,2011.0,Casual,ADIDAS Men's Jawpaw Blue Shoe,3489.jpg,Sports Shoes,Blue,Summer,88.0,8,color_lover,0.16985515,0,99
26875,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Pink Printed T-shirt,26875.jpg,Tops,White,Summer,56.0,2,color_lover,0.33000413,0,33
8121,Men,Accessories,Belts,2016.0,Casual,Fastrack Men Brown Belt,8121.jpg,Belts,Brown,Summer,50.0,4,budget,0.115882784,0,51
57483,Men,Footwear,Shoes,2012.0,Casual,ID Men Navy Blue Casual Shoes,57483.jpg,Casual Shoes,White,Summer,70.0,2,budget,0.33750552,0,94
53734,Men,Footwear,Shoes,2012.0,Casual,Puma Men Grey Vintage Ferrari Shoes,53734.jpg,Casual Shoes,Black,Fall,61.0,3,color_lover,0.05540652,0,9
59975,Women,Apparel,Dress,2012.0,Casual,Avirate Black & Purple Dress,59975.jpg,Dresses,Black,Summer,53.0,4,fashionista,0.036299672,0,18
11665,Women,Apparel,Topwear,2011.0,Casual,Lee Women Printed Blue Tshirts,11665.jpg,Tshirts,Blue,Summer,17.0,3,fashionista,0.4313443,0,57
11096,Women,Apparel,Topwear,2011.0,Casual,Scullers Women Stripes Purple Sweaters,11096.jpg,Sweaters,Green,Fall,46.0,3,color_lover,0.07093879,0,95
40197,Women,Apparel,Topwear,2012.0,Ethnic,Mumbai Slang Women Peach Kurti,40197.jpg,Tops,Green,Summer,59.0,1,color_lover,0.30797827,0,0
9774,Men,Apparel,Topwear,2011.0,Casual,ADIDAS Men Co Graphic White Tshirts,9774.jpg,Tshirts,White,Summer,43.0,3,color_lover,0.14320679,0,68
22742,Women,Apparel,Topwear,2011.0,Ethnic,BIBA Women Printed Red Kurta,22742.jpg,Kurtas,Red,Fall,58.0,1,budget,0.3937067,0,3
57330,Women,Apparel,Innerwear,2015.0,Casual,Amante Cream-Coloured Demi-Cup Balconette Bra BCPP01,57330.jpg,Bra,White,Summer,21.0,4,fashionista,0.043407496,0,15
54050,Women,Apparel,Bottomwear,2012.0,Casual,Myntra Women Black Jeggings,54050.jpg,Jeans,Multi,Summer,38.0,2,fashionista,0.09896698,0,23
11371,Men,Apparel,Topwear,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts,11371.jpg,Tshirts,Black,Fall,37.0,6,fashionista,0.3355711,0,79
37887,Unisex,Accessories,Socks,2016.0,Casual,Happy Socks Unisex Red Socks,37887.jpg,Socks,Multi,Summer,47.0,2,color_lover,0.25954357,0,1
17004,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Brown Ballerinas,17004.jpg,Casual Shoes,Black,Winter,41.0,2,fashionista,0.33410165,0,91
3728,Women,Apparel,Topwear,2011.0,Sports,Mumbai Indians Womens Match Jersey,3728.jpg,Tshirts,Blue,Summer,41.0,2,fashionista,0.41849035,0,31
33998,Women,Apparel,Bottomwear,2012.0,Casual,Femella Women Blue Leggings,33998.jpg,Leggings,Blue,Summer,48.0,6,fashionista,0.02593198,0,90
41563,Women,Apparel,Dress,2012.0,Casual,AND Women Grey Dress,41563.jpg,Kurtas,Black,Summer,19.0,3,budget,0.26585877,0,83
31185,Men,Accessories,Accessories,2015.0,Casual,Cabarelli Men Accessory Gift Set,31185.jpg,Accessory Gift Set,Black,Summer,42.0,2,color_lover,0.57102406,1,23
6482,Men,Apparel,Topwear,2011.0,Casual,ADIDAS Men's Strip Polo Black Green T-shirt,6482.jpg,Tshirts,Green,Summer,32.0,1,color_lover,0.29464942,0,11
17550,Men,Apparel,Topwear,2011.0,Formal,Mark Taylor Men Red & White Striped Shirt,17550.jpg,Shirts,White,Fall,29.0,4,budget,0.22911394,0,49
39592,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Yellow Wedges,39592.jpg,Heels,Brown,Summer,58.0,6,budget,0.04554071,0,34
18555,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Casual Brown Flats,18555.jpg,Heels,Brown,Winter,10.0,5,budget,0.16409236,0,32
56375,Men,Personal Care,Fragrance,2017.0,Casual,dunhill Men Pure Deoorant Stick,56375.jpg,Perfume and Body Mist,White,Spring,114.0,5,budget,0.11672378,0,32
21166,Women,Apparel,Topwear,2011.0,Casual,s.Oliver Women Solid Black Top,21166.jpg,Shirts,Black,Fall,50.0,3,color_lover,0.08782974,0,60
46637,Women,Personal Care,Fragrance,2017.0,Casual,Rasasi Women Feelings Deo,46637.jpg,Deodorant,Blue,Spring,60.0,5,color_lover,0.047557116,0,50
28263,Men,Personal Care,Fragrance,2017.0,Casual,Gatsby Men Aqua Deo,28263.jpg,Deodorant,Blue,Spring,49.0,3,color_lover,0.098094724,0,42
36457,Men,Footwear,Shoes,2013.0,Sports,Spinn Men Temptation Grey Sport Shoes,36457.jpg,Casual Shoes,Grey,Fall,72.0,4,fashionista,0.035697006,0,11
18058,Women,Accessories,Wallets,2015.0,Casual,Lino Perros Women Solid Purple Wallet,18058.jpg,Wallets,Black,Summer,41.0,0,color_lover,0.3019819,0,66
45710,Women,Personal Care,Fragrance,2017.0,Casual,Paris Hilton Just Me Women Perfume,45710.jpg,Perfume and Body Mist,White,Spring,68.0,3,color_lover,0.069179036,0,64
22578,Men,Apparel,Topwear,2011.0,Casual,Highlander Men Check Grey Shirt,22578.jpg,Shirts,Blue,Fall,55.0,7,budget,0.1532431,0,32
22877,Men,Footwear,Shoes,2012.0,Casual,Woodland Men Olive Casual Shoes,22877.jpg,Casual Shoes,Brown,Summer,36.0,5,color_lover,0.26251155,0,39
7884,Men,Apparel,Bottomwear,2011.0,Casual,Proline Men Black Track Pants,7884.jpg,Trousers,Blue,Fall,68.0,0,color_lover,0.07642646,0,73
11583,Women,Apparel,Topwear,2011.0,Ethnic,W Women Printed White Kurtas,11583.jpg,Kurtas,White,Summer,59.0,6,fashionista,0.005004184,0,42
40991,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Milan Yellow Top,40991.jpg,Tops,Yellow,Summer,83.0,3,budget,0.41276762,0,43
8113,Men,Accessories,Belts,2016.0,Casual,Fastrack Men Coffee Canvas Beige Stiches Belt,8113.jpg,Belts,Brown,Summer,87.0,3,fashionista,0.037607636,0,28
54612,Men,Apparel,Innerwear,2016.0,Casual,Jockey ELANCE Men White Briefs 1009,54612.jpg,Briefs,White,Summer,54.0,2,fashionista,0.07527776,0,12
18345,Men,Accessories,Socks,2011.0,Casual,Fila Men Ankel White Socks,18345.jpg,Socks,White,Summer,43.0,3,budget,0.23259501,0,11
41030,Men,Accessories,Watches,2016.0,Casual,Nautica Men Silver Dial Watch,41030.jpg,Watches,White,Winter,72.0,3,fashionista,0.04805257,0,94
30601,Men,Apparel,Topwear,2012.0,Sports,Nike Men Sports Reversible Black T-shirt,30601.jpg,Tshirts,Red,Summer,36.0,2,color_lover,0.4160017,0,45
40128,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Roseatte Orange Top,40128.jpg,Tops,White,Summer,59.0,3,budget,0.25643706,0,1
24515,Women,Apparel,Topwear,2011.0,Ethnic,Mother Earth Women Orange Printed Kurta,24515.jpg,Kurtas,Red,Fall,31.0,2,fashionista,0.13420986,0,34
28496,Men,Apparel,Bottomwear,2012.0,Casual,Urban Yoga Men Solid Grey Track Pants,28496.jpg,Track Pants,Blue,Summer,13.0,7,color_lover,0.5103991,1,86
50429,Unisex,Accessories,Accessories,2012.0,Casual,Lino Perros Unisex Blue Satchel,50429.jpg,Handbags,Black,Summer,25.0,5,fashionista,0.009361258,0,80
59641,Women,Apparel,Saree,2012.0,Ethnic,FNF Orange & Cream Collection For Wedding Sari,59641.jpg,Sarees,Pink,Fall,31.0,1,budget,0.4587967,0,89
30255,Men,Footwear,Shoes,2018.0,Casual,Red Tape Men Black Shoes,30255.jpg,Formal Shoes,Black,Summer,49.0,1,color_lover,0.3093173,0,7
28010,Men,Apparel,Innerwear,2016.0,Casual,Jockey ZONE Men Grey Modern Trunks US19,28010.jpg,Briefs,Black,Summer,27.0,1,color_lover,0.20069358,0,92
29063,Unisex,Footwear,Shoes,2011.0,Casual,Converse Unisex Navy Blue White Casual Shoes,29063.jpg,Casual Shoes,Black,Summer,72.0,3,fashionista,0.116186865,0,25
7686,Men,Apparel,Topwear,2011.0,Sports,Puma Men Alonso Track Red Ferrari Jacket,7686.jpg,Sweatshirts,Red,Fall,49.0,5,color_lover,0.010374803,0,73
59923,Women,Apparel,Topwear,2012.0,Ethnic,Diva Women Cream Kurta,59923.jpg,Kurtas,White,Summer,53.0,4,color_lover,0.12828739,0,89
50632,Men,Apparel,Innerwear,2016.0,Casual,Chromozome Men Grey & Black Trunks,50632.jpg,Trunk,Navy Blue,Summer,58.0,3,color_lover,0.23109393,0,33
42046,Women,Accessories,Wallets,2013.0,Casual,Bulchee Women Black Long Envelope Wallet,42046.jpg,Wallets,Black,Summer,45.0,2,fashionista,0.37138316,0,6
44906,Men,Apparel,Bottomwear,2012.0,Casual,Puma Men White 3/4 Length Pants,44906.jpg,Lounge Pants,White,Summer,87.0,1,fashionista,0.42216077,0,67
42718,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Brown Sandals,42718.jpg,Heels,Brown,Summer,48.0,1,fashionista,0.06469223,0,57
13522,Women,Apparel,Topwear,2011.0,Casual,Jealous 21 Women Solid Green Tops,13522.jpg,Tops,Black,Fall,28.0,5,budget,0.5866794,1,74
29964,Men,Accessories,Eyewear,2016.0,Casual,Cat Men Sheet Sunglasses,29964.jpg,Sunglasses,Black,Winter,53.0,2,color_lover,0.17630802,0,28
55429,Women,Personal Care,Lips,2017.0,Casual,Revlon MoistureStay Dusk Lipcolor 11,55429.jpg,Lip Gloss,Pink,Spring,21.0,5,fashionista,0.0086257765,0,35
55211,Women,Personal Care,Lips,2017.0,Casual,Lakme Lip Love Haze Lipstick,55211.jpg,Lipstick,Red,Spring,76.0,6,color_lover,0.0084452,0,88
3100,Men,Apparel,Topwear,2011.0,Casual,Probase Men's Spirit Blue T-shirt,3100.jpg,Tshirts,Blue,Summer,13.0,3,fashionista,0.32221544,0,20
14779,Men,Apparel,Topwear,2011.0,Formal,Arrow Men Stripes Green Shirts,14779.jpg,Shirts,Blue,Fall,37.0,5,color_lover,0.2925157,0,35
28111,Men,Apparel,Innerwear,2016.0,Casual,Jockey MODERN CLASSIC Men white Boxer 8009,28111.jpg,Trunk,White,Summer,55.0,3,color_lover,0.36834398,0,9
42820,Women,Apparel,Innerwear,2012.0,Casual,Little Miss Intimates Women Blue Brief,42820.jpg,Briefs,Blue,Summer,53.0,4,budget,0.10736126,0,72
52473,Women,Apparel,Loungewear and Nightwear,2017.0,Casual,Red Rose Women Pink & White Bath Robes,52473.jpg,Bath Robe,Pink,Summer,53.0,2,color_lover,0.21851593,0,23
17829,Men,Footwear,Shoes,2011.0,Sports,Nike Men Dual Fusion ST 2 White Sports Shoe,17829.jpg,Sports Shoes,White,Fall,34.0,0,budget,0.4205254,0,63
7128,Women,Apparel,Bottomwear,2011.0,Casual,Urban Yoga Women Bottom Black Track Pant,7128.jpg,Track Pants,Black,Summer,42.0,5,fashionista,0.09591209,0,98
12367,Men,Apparel,Topwear,2011.0,Formal,Reid & Taylor Men White Shirt,12367.jpg,Shirts,White,Summer,64.0,2,fashionista,0.13379923,0,48
43041,Girls,Apparel,Topwear,2012.0,Casual,Gini and Jony Girls Pink Top,43041.jpg,Tops,White,Summer,17.0,5,budget,0.1223724,0,98
18799,Unisex,Accessories,Bags,2010.0,Casual,Peter England Unisex Casual Khakhi Bag,18799.jpg,Handbags,Blue,Summer,68.0,3,color_lover,0.09598946,0,35
21989,Women,Accessories,Bags,2015.0,Casual,Murcia Women Leatherette Pink Handbag,21989.jpg,Handbags,Red,Summer,50.0,3,budget,0.09866018,0,81
13203,Men,Footwear,Shoes,2011.0,Sports,ASICS Men Gel Cumulus Running Grey Sports Shoes,13203.jpg,Sports Shoes,White,Fall,48.0,3,color_lover,0.053692903,0,95
6717,Men,Apparel,Topwear,2011.0,Casual,Locomotive Men's Ribbed Neck Blue T-shirt,6717.jpg,Tshirts,Blue,Summer,68.0,5,fashionista,0.0652469,0,23
30709,Women,Accessories,Bags,2012.0,Ethnic,Fabindia Red Silk Sling Purse,30709.jpg,Handbags,Red,Fall,68.0,6,budget,0.023221338,0,22
58270,Women,Accessories,Bags,2012.0,Casual,Baggit Women Gold Clutch,58270.jpg,Wallets,Grey,Summer,44.0,5,color_lover,0.048100024,0,61
26589,Men,Footwear,Shoes,2012.0,Sports,Puma Men Powercat Black Sports Shoes,26589.jpg,Sports Shoes,Black,Summer,86.0,3,color_lover,0.10395556,0,95
19277,Women,Accessories,Watches,2016.0,Casual,Guess Women Candy Pop Black Watch,19277.jpg,Watches,Black,Winter,10.0,6,budget,0.15947202,0,36
18944,Men,Accessories,Socks,2016.0,Casual,Levis Men Scottish Stripes Flat Knit Pack of 3 Socks,18944.jpg,Socks,Black,Summer,81.0,3,color_lover,0.08228867,0,11
50688,Men,Apparel,Innerwear,2016.0,Casual,Chromozome Men White Trunks,50688.jpg,Briefs,White,Summer,33.0,6,color_lover,0.1474661,0,54
6617,Men,Apparel,Topwear,2011.0,Casual,Spykar Men Black and white Check Shirt,6617.jpg,Shirts,Black,Summer,13.0,1,fashionista,0.37109756,0,12
8243,Women,Accessories,Bags,2016.0,Casual,Fastrack Women Yellow Sling Bag,8243.jpg,Handbags,Gold,Summer,32.0,2,fashionista,0.021290025,0,22
49640,Women,Apparel,Topwear,2012.0,Casual,Mineral Women Turquoise Blue Top,49640.jpg,Tops,Blue,Summer,26.0,3,color_lover,0.2325014,0,88
19879,Women,Footwear,Flip Flops,2011.0,Casual,ADIDAS Women Psychedlic White Flip Flops,19879.jpg,Flip Flops,White,Summer,44.0,3,budget,0.29734582,0,98
25937,Women,Accessories,Scarves,2012.0,Casual,Femella Women Blue Scarf,25937.jpg,Scarves,Blue,Fall,75.0,6,budget,0.39812198,0,29
45358,Women,Footwear,Shoes,2016.0,Casual,Cobblerz Women Brown Sandals,45358.jpg,Heels,Brown,Winter,52.0,1,fashionista,0.08271737,0,16
18872,Men,Footwear,Shoes,2012.0,Formal,Franco Leone Men Formal Black Shoes,18872.jpg,Formal Shoes,Black,Summer,46.0,4,budget,0.0802897,0,61
11565,Women,Apparel,Topwear,2011.0,Ethnic,W Women Printed Green Kurtas,11565.jpg,Kurtas,White,Summer,43.0,3,fashionista,0.04163427,0,83
13315,Men,Apparel,Topwear,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts,13315.jpg,Shirts,White,Summer,94.0,3,color_lover,0.41015956,0,88
45269,Men,Accessories,Watches,2017.0,Casual,CASIO Youth Series Digital Men Black Small Dial Digital Watch W-210-1CVDF I065,45269.jpg,Watches,Black,Winter,54.0,3,color_lover,0.028006036,0,85
29200,Men,Accessories,Socks,2012.0,Sports,Fila Men Navy Blue Socks,29200.jpg,Socks,Black,Summer,29.0,2,budget,0.47319213,0,12
48110,Women,Apparel,Bottomwear,2012.0,Casual,French Connection Women Red Shorts,48110.jpg,Trousers,Red,Summer,49.0,4,color_lover,0.06037558,0,58
30200,Unisex,Accessories,Bags,2012.0,Casual,Nike Unisex Casual Blue Backpack,30200.jpg,Backpacks,Black,Winter,70.0,2,fashionista,0.15633541,0,18
9868,Men,Apparel,Topwear,2011.0,Casual,Status Quo Men Navy Blue Polo Tshirts,9868.jpg,Tshirts,Black,Fall,38.0,1,fashionista,0.16064356,0,48
16994,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Casual Black Heels,16994.jpg,Heels,Black,Summer,46.0,3,fashionista,0.1846759,0,99
40316,Men,Footwear,Shoes,2012.0,Casual,ADIDAS Men Black Zeitfrei Shoes,40316.jpg,Casual Shoes,Black,Summer,22.0,1,color_lover,0.24935398,0,11
29053,Men,Apparel,Topwear,2012.0,Casual,ADIDAS Men Junkie White T-shirt,29053.jpg,Tshirts,White,Fall,51.0,3,color_lover,0.08791312,0,60
11376,Women,Apparel,Topwear,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops,11376.jpg,Shirts,Blue,Fall,48.0,2,budget,0.39898953,0,18
33451,Women,Accessories,Wallets,2012.0,Casual,Baggit Women Temptation Moly Red Wallet,33451.jpg,Wallets,Brown,Summer,68.0,3,color_lover,0.15583311,0,75
19641,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Solid Black Sweatshirt,19641.jpg,Sweatshirts,Black,Fall,68.0,1,fashionista,0.3066431,0,8
10604,Unisex,Accessories,Headwear,2011.0,Sports,Nike Unisex Tennis Red Caps,10604.jpg,Caps,Red,Summer,51.0,3,budget,0.35856223,0,70
57165,Women,Apparel,Topwear,2012.0,Casual,Elle Women Magenta Clash Top,57165.jpg,Tops,Black,Summer,64.0,4,budget,0.29705995,0,27
28928,Men,Apparel,Topwear,2012.0,Casual,Mr. Men Printed Charcoal T-shirt,28928.jpg,Tshirts,Grey,Summer,51.0,5,color_lover,0.06894814,0,77
20154,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men Tylor Navy Blue Shirt,20154.jpg,Shirts,Navy Blue,Fall,50.0,3,budget,0.3986561,0,94
19682,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women Purple Sweatshirt,19682.jpg,Tshirts,Black,Fall,65.0,4,fashionista,0.27490535,0,51
40135,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Aviator White T-shirt,40135.jpg,Tshirts,White,Summer,48.0,1,color_lover,0.26090887,0,82
17927,Men,Apparel,Bottomwear,2011.0,Sports,Nike Men Trainng Black Track Pant,17927.jpg,Track Pants,Black,Fall,31.0,0,color_lover,0.13307361,0,15
8921,Men,Accessories,Belts,2011.0,Casual,Puma Men high shine White Belt,8921.jpg,Belts,White,Winter,38.0,1,fashionista,0.05300525,0,68
53720,Women,Accessories,Bags,2012.0,Casual,Kiara Women Green Handbag,53720.jpg,Handbags,Black,Winter,63.0,1,budget,0.17249219,0,98
10491,Women,Apparel,Topwear,2011.0,Casual,Flying Machine Women HS White Tshirts,10491.jpg,Tops,White,Fall,48.0,0,budget,0.28812876,0,11
19259,Women,Accessories,Watches,2016.0,Casual,Guess Women Trapeze Gold Watch,19259.jpg,Watches,Gold,Winter,89.0,2,color_lover,0.0432839,0,24
49328,Women,Accessories,Watches,2016.0,Casual,DKNY Women White Dial Watch NY8283,49328.jpg,Watches,White,Winter,42.0,1,fashionista,0.04839579,0,51
23521,Men,Accessories,Watches,2016.0,Casual,ADIDAS Men Black Dial Watch,23521.jpg,Watches,Black,Winter,81.0,1,fashionista,0.33223298,0,84
6928,Men,Apparel,Topwear,2011.0,Casual,Timberland Men's Rugby Pique Golden Rod T-shirt,6928.jpg,Tshirts,Blue,Summer,28.0,4,color_lover,0.55860025,1,99
34071,Women,Footwear,Shoes,2012.0,Casual,Clarks Women Saturn Whizz Leather Black Sandals,34071.jpg,Heels,Black,Winter,66.0,1,fashionista,0.5586979,1,52
26958,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Teal Shirt,26958.jpg,Tops,Blue,Summer,65.0,2,fashionista,0.44751176,0,22
12297,Men,Apparel,Topwear,2011.0,Formal,Genesis Men Stripes Blue Shirts,12297.jpg,Shirts,Blue,Fall,50.0,5,color_lover,0.076805465,0,15
44113,Women,Personal Care,Fragrance,2017.0,Casual,Boss Women Sunset Perfume,44113.jpg,Perfume and Body Mist,Orange,Spring,52.0,0,budget,0.48536557,0,56
33030,Women,Apparel,Topwear,2012.0,Ethnic,Mother Earth Women Printed Black Kurta,33030.jpg,Kurtas,Black,Summer,19.0,0,fashionista,0.18230003,0,38
55441,Women,Personal Care,Lips,2017.0,Casual,Revlon Fuschia Colorburst Lipstick 030,55441.jpg,Lipstick,Red,Spring,27.0,5,budget,0.13359542,0,52
41979,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Around The World Grey T-shirt,41979.jpg,Tshirts,White,Summer,41.0,1,fashionista,0.10990466,0,41
59593,Women,Apparel,Saree,2012.0,Ethnic,FNF Blue & Purple Collection for Wedding Sari,59593.jpg,Sarees,Red,Fall,30.0,3,color_lover,0.27897623,0,57
51333,Men,Apparel,Topwear,2015.0,Casual,Wildcraft Men Beige Wind Cheater Jackets,51333.jpg,Tshirts,White,Fall,76.0,2,fashionista,0.21989907,0,38
34996,Women,Apparel,Saree,2012.0,Ethnic,Fabindia Women H& Printed Rust Sari,34996.jpg,Sarees,White,Summer,61.0,2,fashionista,0.0938718,0,13
46763,Women,Personal Care,Fragrance,2017.0,Casual,Valentino Perfumes Women 50 ml Eau de Parfum,46763.jpg,Perfume and Body Mist,Gold,Spring,53.0,3,budget,0.46957943,0,94
36368,Men,Accessories,Ties,2012.0,Formal,Reid & Taylor Men Blue Tie,36368.jpg,Ties,Blue,Summer,63.0,0,budget,0.5691512,1,4
58481,Men,Accessories,Wallets,2016.0,Casual,Fossil Men Black Wallet,58481.jpg,Wallets,Black,Summer,56.0,4,budget,0.123771496,0,34
