id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season
41979,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Around The World Grey T-shirt,41979.jpg,Tshirts,White,Summer
59593,Women,Apparel,Saree,2012.0,Ethnic,FNF Blue & Purple Collection for Wedding Sari,59593.jpg,Sarees,Red,Fall
51333,Men,Apparel,Topwear,2015.0,Casual,Wildcraft Men Beige Wind Cheater Jackets,51333.jpg,Tshirts,White,Fall
34996,Women,Apparel,Saree,2012.0,Ethnic,Fabindia Women H& Printed Rust Sari,34996.jpg,Sarees,White,Summer
46763,Women,Personal Care,Fragrance,2017.0,Casual,Valentino Perfumes Women 50 ml Eau de Parfum,46763.jpg,Perfume and Body Mist,Gold,Spring
36368,Men,Accessories,Ties,2012.0,Formal,Reid & Taylor Men Blue Tie,36368.jpg,Ties,Blue,Summer
58481,Men,Accessories,Wallets,2016.0,Casual,Fossil Men Black Wallet,58481.jpg,Wallets,Black,Summer
34883,Women,Accessories,Bags,2012.0,Casual,Envirosax Women Multi Coloured Bag,34883.jpg,Tops,White,Summer
6085,Women,Apparel,Topwear,2011.0,Casual,UCB Women's Halftone Print White T-shirt,6085.jpg,Tshirts,White,Summer
10299,Women,Footwear,Shoes,2013.0,Casual,Clarks Women Black Leather Wedges,10299.jpg,Heels,Brown,Fall
52652,Women,Accessories,Bags,2012.0,Casual,Mod-acc Women Pink Handbag,52652.jpg,Handbags,Red,Summer
41851,Men,Accessories,Socks,2015.0,Casual,Genesis Men Pack of 3 Socks,41851.jpg,Socks,Black,Summer
2584,Unisex,Apparel,Bottomwear,2010.0,Sports,Kalenji Unisex Tight Black Track Pant,2584.jpg,Leggings,Blue,Summer
9852,Men,Apparel,Bottomwear,2011.0,Formal,Indian Terrain Men Jason Beige Trousers,9852.jpg,Trousers,Blue,Fall
8883,Men,Apparel,Bottomwear,2011.0,Formal,Scullers Men Scul Grey Trousers,8883.jpg,Track Pants,Blue,Fall
43322,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women Navy Blue Top,43322.jpg,Tops,Navy Blue,Summer
21260,Unisex,Accessories,Bags,2011.0,Casual,Skybags Unisex Brown Backpack,21260.jpg,Backpacks,Black,Summer
57380,Women,Apparel,Innerwear,2015.0,Casual,Amante Women Grey Briefs PFCL06,57380.jpg,Briefs,White,Summer
49927,Women,Apparel,Saree,2012.0,Ethnic,Fabindia Beige Hand Printed Sari,49927.jpg,Sarees,Black,Fall
58298,Men,Accessories,Socks,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,58298.jpg,Socks,Navy Blue,Summer
19785,Men,Apparel,Topwear,2016.0,Casual,U.S. Polo Assn. Men Solid Red Tshirt,19785.jpg,Tshirts,Red,Summer
17573,Men,Apparel,Topwear,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt,17573.jpg,Shirts,Blue,Fall
56631,Women,Personal Care,Skin Care,2017.0,Casual,Olay Regenerist Cream Cleanser,56631.jpg,Deodorant,Black,Spring
44556,Men,Footwear,Sandal,2012.0,Casual,Coolers Men Black Sandals,44556.jpg,Formal Shoes,Black,Summer
1860,Men,Apparel,Topwear,2011.0,Casual,Inkfruit Mens Shiva T-shirt,1860.jpg,Tshirts,Grey,Summer
54581,Women,Apparel,Topwear,2012.0,Ethnic,Sushilas Women Printed Green Kurta,54581.jpg,Kurtas,Green,Fall
14165,Men,Accessories,Belts,2011.0,Formal,Belmonte Men Snake Skin Look Black Belts,14165.jpg,Belts,Black,Fall
30305,Men,Apparel,Topwear,2012.0,Casual,Myntra Men I M The Captain Off White T-shirt,30305.jpg,Tshirts,White,Summer
24294,Men,Accessories,Socks,2016.0,Casual,Quiksilver Men High Navy Blue Socks,24294.jpg,Socks,Black,Summer
40261,Men,Apparel,Topwear,2012.0,Casual,Scullers Men Check Purple & Green Shirt,40261.jpg,Shirts,Blue,Summer
10738,Women,Accessories,Watches,2016.0,Casual,Puma Women Slick Ladies 3HD Pink Pink Watches,10738.jpg,Watches,Blue,Winter
49125,Women,Personal Care,Nails,2017.0,Casual,Deborah Shine Tech Ruibes Nail Polish 34,49125.jpg,Nail Polish,Gold,Spring
50010,Women,Apparel,Innerwear,2015.0,Casual,Hanes Grey & Pink Contour Bra 83U203,50010.jpg,Bra,White,Summer
45440,Men,Apparel,Topwear,2012.0,Casual,Fila Men Blue T-shirt,45440.jpg,Tshirts,Blue,Fall
54881,Women,Accessories,Jewellery,2012.0,Casual,Ivory Tag Women Sparkling Coral Red Necklace,54881.jpg,Necklace and Chains,Gold,Winter
45013,Men,Accessories,Watches,2016.0,Sports,Maxima Men Digital Watch,45013.jpg,Watches,Black,Winter
54228,Women,Footwear,Flip Flops,2012.0,Casual,Puma Women Black Sicily Flip Flops,54228.jpg,Flip Flops,Black,Summer
3545,Men,Footwear,Shoes,2015.0,Casual,Skechers Men's Grey Lifestyle Shoe,3545.jpg,Casual Shoes,Black,Summer
36718,Boys,Apparel,Topwear,2012.0,Casual,Gini and Jony Boys Printed Yellow T-Shirt,36718.jpg,Tshirts,Yellow,Summer
32444,Men,Apparel,Bottomwear,2015.0,Sports,ADIDAS Men Navy Blue Shorts,32444.jpg,Shorts,Black,Summer
5772,Women,Apparel,Topwear,2011.0,Casual,Jealous 21 Women's Purple Graphic Top,5772.jpg,Tops,White,Summer
19628,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Printed Black Tshirt,19628.jpg,Tshirts,Black,Summer
43326,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women Blue Slim Fit T-shirt,43326.jpg,Tshirts,Black,Summer
26141,Men,Apparel,Bottomwear,2012.0,Formal,John Miller Men Striped Navy Blue Trousers,26141.jpg,Trousers,Grey,Fall
8427,Unisex,Sporting Goods,Sports Equipment,2011.0,Sports,Spalding Unisex Blue Basketball,8427.jpg,Footballs,Blue,Summer
51164,Men,Accessories,Socks,2016.0,Casual,Raymond Men Black Socks,51164.jpg,Socks,Black,Summer
30344,Men,Apparel,Topwear,2012.0,Casual,Myntra Men Flash Off White T-shirt,30344.jpg,Tshirts,Off White,Summer
44615,Women,Footwear,Flip Flops,2012.0,Casual,Fila Women Blue Flip Flops,44615.jpg,Flip Flops,Blue,Summer
43806,Women,Accessories,Jewellery,2012.0,Casual,Royal Diadem White Earrings,43806.jpg,Earrings,Gold,Summer
11446,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women White Light Winter Top,11446.jpg,Sweatshirts,White,Summer
33691,Men,Footwear,Shoes,2012.0,Formal,Cobblerz Men Brown Leather Formal Shoes,33691.jpg,Formal Shoes,Black,Summer
12711,Women,Footwear,Shoes,2011.0,Sports,Nike Women Lunarshift Grey Sports Shoes,12711.jpg,Sports Shoes,Green,Fall
21476,Women,Apparel,Topwear,2012.0,Casual,Roxy Women Grey Printed Sweatshirt,21476.jpg,Kurtis,Pink,Fall
59653,Women,Apparel,Saree,2012.0,Ethnic,FNF Green & Pink Evening Wear Sari,59653.jpg,Sarees,Multi,Fall
27448,Women,Apparel,Topwear,2015.0,Casual,Jockey Women White Round Neck T-Shirt,27448.jpg,Tshirts,White,Summer
31038,Men,Apparel,Topwear,2012.0,Casual,Arrow Sport Men blue Printed T-shirt,31038.jpg,Tshirts,Blue,Summer
32456,Men,Apparel,Bottomwear,2013.0,Sports,ADIDAS Men Black Track Pants,32456.jpg,Trousers,Black,Summer
51126,Women,Free Items,Free Gifts,2012.0,Ethnic,Satya Paul Pink Saree,51126.jpg,Free Gifts,Green,Summer
7932,Women,Apparel,Loungewear and Nightwear,2011.0,Sports,Puma Women's Jersey Black Track Pant,7932.jpg,Track Pants,Navy Blue,Fall
37411,Women,Accessories,Bags,2012.0,Casual,Murcia Women Basket Thatch Brown Handbag,37411.jpg,Handbags,Brown,Summer
20005,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women Blue Printed Top,20005.jpg,Sweatshirts,Blue,Fall
33741,Women,Apparel,Topwear,2012.0,Casual,Vero Moda Women Multi Coloured Top,33741.jpg,Kurtis,Blue,Summer
14801,Women,Accessories,Bags,2011.0,Casual,United Colors of Benetton Women Solid Black Handbags,14801.jpg,Handbags,Black,Winter
54585,Women,Apparel,Topwear,2012.0,Ethnic,Sushilas Women Pink Kurta,54585.jpg,Kurtas,Red,Fall
29184,Men,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Men Blue Shirt,29184.jpg,Shirts,Blue,Fall
50955,Women,Apparel,Bottomwear,2011.0,Casual,Lee Womens Blue Roxy Fit Jeans,50955.jpg,Jeans,White,Fall
58988,Women,Personal Care,Fragrance,2017.0,Casual,Cavallini Women Deo,58988.jpg,Deodorant,Green,Spring
50874,Women,Apparel,Saree,2012.0,Ethnic,Prafful Purple & Green Printed Sari,50874.jpg,Sarees,Red,Fall
43646,Women,Apparel,Dress,2012.0,Casual,ONLY Women Blue Dress,43646.jpg,Tops,Blue,Summer
17060,Women,Accessories,Belts,2015.0,Casual,Lino Perros Women Flower Print Red Belt,17060.jpg,Belts,Multi,Winter
21123,Men,Apparel,Topwear,2011.0,Casual,s.Oliver Men Check Purple Sweater,21123.jpg,Shirts,Blue,Fall
3370,Women,Footwear,Shoes,2012.0,Sports,Asics Women Gel Cushioning Running Grey Pink Shoe,3370.jpg,Casual Shoes,White,Fall
2142,Men,Apparel,Topwear,2011.0,Casual,Basics Men Grey Tshirt,2142.jpg,Tshirts,Grey,Fall
53461,Women,Apparel,Innerwear,2015.0,Casual,Amante Black T-Shirt Bra,53461.jpg,Bra,Black,Summer
5178,Men,Apparel,Topwear,2011.0,Casual,Rolling Stone Men's The Rolling Stones Navy T-shirt,5178.jpg,Tshirts,Black,Summer
40990,Girls,Apparel,Topwear,2012.0,Casual,Palm Tree Girls Milan White Top,40990.jpg,Tops,White,Summer
55873,Women,Personal Care,Nails,2017.0,Casual,Colorbar Pretty Please 2 Nail Lacquer 79V,55873.jpg,Nail Polish,Pink,Spring
40087,Men,Apparel,Topwear,2012.0,Casual,ADIDAS Men Black Polo T-Shirt,40087.jpg,Tshirts,Black,Summer
52570,Women,Accessories,Bags,2012.0,Casual,Mod'acc Women Grey Clutch,52570.jpg,Clutches,Blue,Summer
34052,Boys,Apparel,Bottomwear,2012.0,Casual,Gini and Jony Boys Yellow 3/4 Length Pants,34052.jpg,Capris,Yellow,Summer
33713,Men,Footwear,Flip Flops,2012.0,Casual,Cobblerz Men Red Flip Flops,33713.jpg,Flip Flops,Brown,Summer
36699,Men,Personal Care,Fragrance,2017.0,Casual,Hugo Boss Men Perfume,36699.jpg,Perfume and Body Mist,White,Spring
45896,Men,Accessories,Watches,2016.0,Casual,Maxima Ssteele Men White Dial Watch,45896.jpg,Watches,Silver,Winter
56542,Women,Personal Care,Eyes,2017.0,,Streetwear Wonder Lash Mascara,56542.jpg,Lipstick,Black,Spring
56989,Women,Footwear,Shoes,2012.0,Casual,HM Women Brown Flats,56989.jpg,Heels,Black,Fall
19973,Men,Accessories,Headwear,2011.0,Casual,United Colors of Benetton Men Solid Grey Cap,19973.jpg,Caps,Blue,Summer
46382,Men,Apparel,Topwear,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,46382.jpg,Tshirts,Blue,Summer
4521,Men,Footwear,Shoes,2011.0,Sports,Puma Men's Axis White Black Lime Shoe,4521.jpg,Sports Shoes,White,Summer
36673,Women,Accessories,Bags,2012.0,Casual,Paridhan Women Purple Handbag,36673.jpg,Handbags,Red,Summer
15892,Girls,Footwear,Shoes,2013.0,Casual,Warner Bros Tweety Girls Blue and White Casual Shoes,15892.jpg,Casual Shoes,White,Fall
27042,Women,Accessories,Bags,2012.0,Casual,Yelloe Black Animal Print Clutch,27042.jpg,Clutches,Black,Summer
22984,Men,Footwear,Shoes,2011.0,Sports,FILA Men White Temptation Sports Shoes,22984.jpg,Sports Shoes,White,Fall
17270,Men,Apparel,Topwear,2011.0,Casual,U.S. Polo Assn. Men Black Polo Tshirt,17270.jpg,Tshirts,Black,Fall
21316,Women,Accessories,Eyewear,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,21316.jpg,Sunglasses,Black,Winter
28516,Men,Apparel,Topwear,2012.0,Sports,Nike Men Home Red Jersey,28516.jpg,Tshirts,Red,Summer
17100,Women,Accessories,Wallets,2015.0,Casual,Lino Perros Women Flower Rust Wallet,17100.jpg,Wallets,Brown,Summer
21626,Women,Apparel,Innerwear,2014.0,Casual,Enamor Women Smooth White Bra,21626.jpg,Bra,White,Winter
23047,Women,Apparel,Topwear,2011.0,Casual,Arrow Woman Charcoal Solid Sweater,23047.jpg,Sweaters,Navy Blue,Fall
34516,Women,Footwear,Flip Flops,2012.0,Casual,ADIDAS Women Caroni Purple Flip Flops,34516.jpg,Flip Flops,Blue,Summer
10507,Women,Apparel,Topwear,2011.0,Casual,Flying Machine Women Pink Polo Tshirts,10507.jpg,Tshirts,Black,Summer
59941,Men,Footwear,Shoes,2013.0,Casual,Vans Men Navy Blue Casual Shoes,59941.jpg,Casual Shoes,Black,Fall
13459,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,13459.jpg,Shirts,Green,Fall
15913,Men,Apparel,Topwear,2011.0,Formal,Black Coffee Men Stripes White Shirt,15913.jpg,Shirts,White,Fall
53628,Men,Accessories,Watches,2016.0,Casual,Q&Q Men Black Dial Analogue Watch C152J202Y,53628.jpg,Watches,Black,Winter
59973,Women,Apparel,Dress,2012.0,Casual,Avirate Women Navy Blue Dress,59973.jpg,Dresses,Black,Summer
28100,Men,Apparel,Innerwear,2016.0,Casual,Jockey COMFPLUS Men Black Y Front Briefs 8004,28100.jpg,Briefs,Navy Blue,Summer
31267,Men,Apparel,Topwear,2012.0,Casual,Puma Men Hamburg Graphic Red T-shirt,31267.jpg,Tshirts,Red,Fall
42832,Women,Accessories,Bags,2012.0,Casual,French Connection Women Taupe & Brown Handbag,42832.jpg,Handbags,Brown,Winter
20069,Women,Accessories,Belts,2011.0,Casual,United Colors of Benetton Women Solid Black Belt,20069.jpg,Wallets,Black,Summer
48862,Women,Accessories,Jewellery,2012.0,Casual,Lucera Women Silver Pendant,48862.jpg,Pendant,Silver,Summer
6891,Women,Apparel,Topwear,2011.0,Casual,Forever New Women Long Black Jacket,6891.jpg,Jackets,Brown,Summer
55574,Women,Personal Care,Makeup,2017.0,Casual,Revlon Photo Ready Medium/ Deep Compact 03,55574.jpg,Compact,Skin,Spring
44125,Women,Personal Care,Fragrance,2017.0,Casual,Hugo Women Deep Red Perfume,44125.jpg,Perfume and Body Mist,Red,Summer
48320,Women,Accessories,Jewellery,2012.0,Casual,Pitaraa Silver Omelette Thin Bracelet,48320.jpg,Bracelet,Silver,Summer
59221,Women,Accessories,Watches,2016.0,Casual,Titan Women Gold Watch,59221.jpg,Watches,White,Winter
20128,Women,Apparel,Topwear,2011.0,Casual,Wrangler Women Checkerd Blue Shirt,20128.jpg,Shirts,Blue,Fall
49129,Women,Personal Care,Makeup,2017.0,Casual,Deborah Medium Beige 24 Ore Perfect Concealer 4,49129.jpg,Lipstick,Skin,Spring
51031,Women,Apparel,Innerwear,2017.0,Casual,Enamor White Bra,51031.jpg,Bra,Skin,Summer
18716,Women,Apparel,Topwear,2011.0,Casual,Arrow Woman Shanna Black Top,18716.jpg,Tops,Black,Summer
55970,Women,Personal Care,Lips,2019.0,Casual,Colorbar Velvet Matte Hearts & Tarts Lipstick 80V,55970.jpg,Lipstick,Pink,Spring
54325,Women,Apparel,Innerwear,2017.0,Casual,Garfield Women White & Pink Bra,54325.jpg,Bra,White,Winter
12477,Men,Footwear,Shoes,2012.0,Formal,Clarks Men Leather Brown Formal Shoes,12477.jpg,Casual Shoes,Black,Winter
33147,Girls,Apparel,Bottomwear,2012.0,Casual,Gini and Jony Girls Blue Jeans,33147.jpg,Jeans,Blue,Summer
28095,Men,Apparel,Innerwear,2016.0,Casual,Jockey MC Men Grey Melange Y Front Briefs 8003,28095.jpg,Briefs,Grey Melange,Summer
12220,Men,Apparel,Bottomwear,2013.0,Formal,Basics Men Solid Black Trousers,12220.jpg,Trousers,Black,Fall
45037,Men,Accessories,Watches,2016.0,Casual,Maxima Attivo Men White Dial Watch,45037.jpg,Watches,White,Winter
31824,Men,Accessories,Watches,2016.0,Casual,Titan Men Black Dial Watch,31824.jpg,Watches,Black,Winter
34590,Women,Apparel,Topwear,2012.0,Casual,Tonga Women Printed Red Top,34590.jpg,Tops,Blue,Summer
15574,Boys,Apparel,Topwear,2011.0,Casual,Chhota Bheem Kids Boys Best Friends Group TShirt,15574.jpg,Tshirts,Navy Blue,Summer
27943,Men,Apparel,Innerwear,2016.0,Casual,Jockey Men Comfort Stretch Charcoal Bikini Brief,27943.jpg,Briefs,Charcoal,Summer
41527,Men,Accessories,Bags,2012.0,Casual,Basics Men Brown Messenger Bag,41527.jpg,Handbags,Black,Summer
38020,Women,Accessories,Watches,2016.0,Casual,Q&Q Women Steel Dial Watch,38020.jpg,Watches,White,Winter
55822,Women,Apparel,Loungewear and Nightwear,2017.0,Casual,SDL by Sweet Dreams Women White & Pink Printed Night Suit S11-3231,55822.jpg,Briefs,White,Summer
11369,Women,Apparel,Topwear,2011.0,Casual,United Colors Of Benetton Women Light Winter Pink Tops,11369.jpg,Tops,Maroon,Summer
43562,Men,Accessories,Socks,2012.0,Casual,Puma Men White Pack of 3 Socks,43562.jpg,Socks,White,Summer
6684,Women,Apparel,Topwear,2011.0,Casual,UCB Women's Pleat At Back Yellow T-shirt,6684.jpg,Tshirts,White,Summer
36789,Men,Accessories,Watches,2016.0,Casual,Maxima Men Silver Dial Attivo Watch,36789.jpg,Watches,Silver,Winter
29100,Unisex,Accessories,Bags,2012.0,Casual,Puma Unisex Black Backpack,29100.jpg,Handbags,Black,Summer
4162,Women,Apparel,Topwear,2011.0,Casual,Inkfruit Women's To do List Sea Green T-shirt,4162.jpg,Tshirts,Green,Summer
3167,Women,Footwear,Shoes,2011.0,Sports,Nike Women Main Draw White Blue Shoe,3167.jpg,Casual Shoes,White,Fall
4239,Men,Apparel,Topwear,2011.0,Casual,Probase Men's Musical Figures Grey T-shirt,4239.jpg,Tshirts,Navy Blue,Summer
56114,Women,Personal Care,Lips,2017.0,Casual,Colorbar Feelin Rosey Lip Pot 011,56114.jpg,Lip Gloss,White,Spring
21526,Women,Accessories,Bags,2015.0,Casual,Kiara Women Glossy Red Handbag,21526.jpg,Handbags,Red,Summer
9351,Men,Accessories,Socks,2011.0,Casual,Puma Men Sport Pack of 3 Pairs Black Sock,9351.jpg,Socks,Black,Summer
32066,Men,Apparel,Innerwear,2016.0,Casual,Playboy Men Navy Blue Brief,32066.jpg,Briefs,Black,Summer
22686,Unisex,Accessories,Wallets,2015.0,Casual,Wildcraft Unisex Nylon Grey Passport Pouch,22686.jpg,Laptop Bag,Black,Summer
27301,Women,Apparel,Topwear,2011.0,Ethnic,Mother Earth Women Printed Orange Kurta,27301.jpg,Kurtas,Red,Fall
26587,Men,Footwear,Shoes,2012.0,Sports,Puma Men Vibrant VI Black Sports Shoes,26587.jpg,Casual Shoes,Black,Summer
4916,Women,Apparel,Topwear,2011.0,Casual,Gini and Jony Girl's Vollie White Infant Kidswear,4916.jpg,Tshirts,White,Summer
16298,Men,Apparel,Topwear,2011.0,Casual,Peter England Men Check Navy Blue Shirt,16298.jpg,Shirts,Blue,Fall
1592,Men,Footwear,Shoes,2011.0,Sports,Kipsta Men's Superfit Football Red Shoe,1592.jpg,Casual Shoes,Red,Summer
25402,Men,Accessories,Mufflers,2012.0,Casual,Nike Men Striped Manchester United Red Scarf,25402.jpg,Mufflers,Red,Summer
18624,Men,Apparel,Topwear,2011.0,Casual,Puma Men Lifestyle Knitted Cream Sweaters,18624.jpg,Tshirts,White,Fall
51870,Men,Apparel,Topwear,2012.0,Casual,Mark Taylor Beige Printed T-shirt,51870.jpg,Tshirts,White,Summer
1802,Men,Footwear,Shoes,2011.0,Sports,Quechua Men's Arpenaz Flex Yellow Shoe,1802.jpg,Casual Shoes,Brown,Summer
4872,Men,Apparel,Topwear,2016.0,Casual,Levis Kids Boy's Danio Grey Teens Kidswear,4872.jpg,Tshirts,White,Summer
45972,Women,Apparel,Topwear,2012.0,Casual,Tokyo Talkies Women Red Printed Top,45972.jpg,Tshirts,Red,Summer
35313,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,35313.jpg,Earrings,Silver,Winter
24274,Men,Apparel,Topwear,2012.0,Casual,Quiksilver Men Basic Navy Blue T-shirt,24274.jpg,Tshirts,Blue,Fall
27739,Women,Accessories,Bags,2015.0,Casual,Murcia Black Handbag,27739.jpg,Handbags,Black,Winter
7120,Unisex,Accessories,Bags,2015.0,Casual,Wildcraft Unisex Green Printed Backpack,7120.jpg,Handbags,Green,Fall
55268,Women,Personal Care,Makeup,2017.0,Casual,Lakme Absolute Shine Line Smoky Grey Eye Liner,55268.jpg,Kajal and Eyeliner,Brown,Spring
35288,Unisex,Accessories,Watches,2016.0,Casual,Suunto Vector HR White Watch,35288.jpg,Watches,Black,Winter
15945,Men,Accessories,Wallets,2011.0,Casual,Turtle Men Leather Brown Wallets,15945.jpg,Wallets,Brown,Summer
58941,Women,Accessories,Watches,2016.0,Casual,Tommy Hilfiger Women White Dial Watch TH1780808-D,58941.jpg,Watches,White,Winter
26612,Men,Footwear,Shoes,2012.0,Sports,Puma Men Cell Turin Perf 2 Black Sports Shoes,26612.jpg,Casual Shoes,Black,Fall
40669,Women,Apparel,Topwear,2012.0,Casual,Lee Women Navy Blue Printed Shirt,40669.jpg,Tops,Black,Summer
32926,Men,Apparel,Topwear,2012.0,Casual,Status Quo Men Printed Purple T-shirt,32926.jpg,Tshirts,Black,Summer
1947,Men,Apparel,Topwear,2010.0,Sports,Puma Mens Cricket Way of Life T-shirt,1947.jpg,Tshirts,Blue,Summer
34829,Men,Footwear,Shoes,2012.0,Sports,ADIDAS Men Bolt Navy Blue Sports Shoes,34829.jpg,Sports Shoes,White,Summer
32639,Men,Apparel,Topwear,2012.0,Sports,Nike Men Epaulet UV Crew Red T-shirt,32639.jpg,Tshirts,Red,Summer
25204,Women,Accessories,Bags,2015.0,Casual,Lino Perros Women Leatherette Light Brown Handbag,25204.jpg,Handbags,Black,Winter
51956,Women,Accessories,Bags,2012.0,Casual,Yelloe Women Olive Sling Bag,51956.jpg,Handbags,Red,Summer
37243,Men,Footwear,Shoes,2012.0,Casual,United Colors of Benetton Men Brown Shoes,37243.jpg,Casual Shoes,Black,Summer
59964,Women,Apparel,Dress,2012.0,Casual,Avirate Women Black Dress,59964.jpg,Baby Dolls,Pink,Summer
4051,Men,Apparel,Topwear,2011.0,Casual,Myntra Men's Eagle Emblem Yellow T-shirt,4051.jpg,Tshirts,White,Summer
24924,Women,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Women Blue Top,24924.jpg,Tops,White,Summer
38132,Unisex,Accessories,Bags,2015.0,Casual,Wildcraft Unisex Red Zen Backpack,38132.jpg,Backpacks,Red,Fall
22157,Men,Footwear,Shoes,2011.0,Casual,Lee Cooper Men Black Casual Shoes,22157.jpg,Casual Shoes,Black,Summer
31314,Women,Apparel,Topwear,2012.0,Ethnic,W Women Red & Blue Printed Kurta,31314.jpg,Kurtas,Red,Summer
29070,Unisex,Accessories,Bags,2018.0,Casual,Fastrack Unisex Blue Backpack,29070.jpg,Backpacks,Black,Summer
54079,Women,Apparel,Topwear,2012.0,Ethnic,Mumbai Slang Women Black Kurti,54079.jpg,Kurtas,Black,Summer
55359,Women,Personal Care,Nails,2017.0,Casual,Revlon Golden Touch Nail Enamel 384,55359.jpg,Nail Polish,Brown,Spring
57424,Women,Apparel,Topwear,2015.0,Casual,Angry Birds Women Charcoal T-shirt,57424.jpg,Tshirts,Blue,Summer
37341,Boys,Apparel,Topwear,2008.0,Casual,U.S. Polo Assn. Kids Boys Orange T-shirt,37341.jpg,Tshirts,Blue,Summer
46775,Men,Personal Care,Fragrance,2017.0,Casual,Euroluxe Men Ammir Perfume,46775.jpg,Perfume and Body Mist,White,Spring
13654,Men,Footwear,Shoes,2011.0,Casual,ADIDAS Black Speed Boat Casual Shoe,13654.jpg,Sports Shoes,Blue,Summer
18033,Women,Accessories,Bags,2015.0,Casual,Lino Perros Women Solid Brown Handbag,18033.jpg,Handbags,Brown,Winter
8665,Unisex,Accessories,Eyewear,2016.0,Casual,Fastrack Unisex Army collection Brown Sunglasses,8665.jpg,Sunglasses,Black,Winter
45655,Men,Apparel,Innerwear,2016.0,Casual,Park Avenue White Brief,45655.jpg,Trunk,White,Summer
16088,Men,Accessories,Eyewear,2016.0,Casual,M tv Men My Fab Eyewear Black Sunglasses,16088.jpg,Sunglasses,Black,Winter
53361,Women,Accessories,Bags,2012.0,Casual,Puma Women Pink & Grey Backpack,53361.jpg,Backpacks,Red,Summer
24424,Men,Footwear,Shoes,2012.0,Sports,ADIDAS Men Vanquish 5 White Sports Shoes,24424.jpg,Sports Shoes,White,Summer
12716,Men,Footwear,Shoes,2011.0,Sports,Nike Men Air Visi Pro Grey Sports Shoes,12716.jpg,Casual Shoes,White,Fall
31605,Women,Apparel,Bottomwear,2012.0,Sports,Nike Women Running Black Skirt with Capris,31605.jpg,Skirts,Blue,Summer
58487,Men,Accessories,Wallets,2016.0,Casual,Fossil Men Brown Wallet,58487.jpg,Wallets,Brown,Summer
37753,Men,Apparel,Topwear,2012.0,Casual,John Players Men Stripes Blue Shirt,37753.jpg,Shirts,Blue,Summer
52505,Women,Apparel,Loungewear and Nightwear,2015.0,Casual,Red Rose Off-White Printed Bath Robe,52505.jpg,Kurtas,White,Summer
54020,Women,Accessories,Bags,2012.0,Casual,Kiara Women Brown Handbag,54020.jpg,Handbags,White,Summer
55120,Women,Personal Care,Nails,2017.0,Casual,Lakme Truewear Color Crush Nail Polish 20,55120.jpg,Nail Polish,Pink,Spring
6937,Men,Apparel,Topwear,2011.0,Casual,Tantra Men's Destination Mustard T-shirt,6937.jpg,Tshirts,Yellow,Summer
52972,Women,Apparel,Saree,2012.0,Ethnic,FNF Multi Coloured Sari,52972.jpg,Sarees,Red,Fall
23139,Men,Apparel,Topwear,2011.0,Casual,Quechua Men Fleece Olive Sweatshirt,23139.jpg,Shirts,Grey,Fall
4011,Unisex,Sporting Goods,Sports Equipment,2011.0,Sports,Spalding Buror Grey Basketball,4011.jpg,Footballs,Blue,Fall
20263,Men,Apparel,Topwear,2011.0,Casual,Wrangler Men Rust Red T-shirt,20263.jpg,Tshirts,Maroon,Summer
46476,Women,Accessories,Watches,2016.0,Casual,Timex Women White Dial Watch,46476.jpg,Watches,White,Winter
5043,Men,Footwear,Shoes,2013.0,Casual,Fila Men's Sniper White Green Shoe,5043.jpg,Casual Shoes,White,Fall
36277,Women,Apparel,Loungewear and Nightwear,2017.0,Casual,SDL by Sweet Dreams Women Grey & Black Night suits,36277.jpg,Night suits,Black,Summer
58969,Men,Personal Care,Fragrance,2017.0,Casual,Colour Me Men Blue Perfume,58969.jpg,Deodorant,Blue,Spring
16951,Men,Accessories,Eyewear,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,16951.jpg,Sunglasses,Black,Winter
16203,Men,Apparel,Topwear,2011.0,Casual,Puma Men Logo Hooded Blue SweatShirt,16203.jpg,Sweatshirts,Blue,Fall
54113,Women,Footwear,Shoes,2012.0,Casual,Rocia Women Silver Flats,54113.jpg,Heels,Gold,Winter
36020,Men,Accessories,Belts,2015.0,Casual,OTLS Men Brown Leather Belt,36020.jpg,Belts,Black,Summer
28301,Men,Accessories,Eyewear,2016.0,Casual,Fastrack Men Black Sunglasses M069BK3,28301.jpg,Sunglasses,Black,Winter
